hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,token
Resort Hotel,0,394,2015,July,28,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,89.68,0,0,Check-Out,2015-07-15,William Duncan,William.Duncan26@hotmail.com,258-818-1494,************8367,65392f828556e6e28adc21a1a3d11fe1
Resort Hotel,0,33,2015,July,28,8,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,155.0,0,0,Check-Out,2015-07-15,Jonathan Kelly,Kelly_Jonathan@zoho.com,818-429-6070,************9034,49d6a8a1a876f59a9272ce01b3d600ef
Resort Hotel,0,82,2015,July,28,8,2,6,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,112.0,0,1,Check-Out,2015-07-16,Erik Young,EYoung@gmail.com,861-177-8420,************1904,c99aedf266667b17f65305493b085e79
Resort Hotel,0,100,2015,July,28,8,2,7,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient-Party,130.1,0,3,Check-Out,2015-07-17,Brittany Smith,BSmith32@yandex.com,808-777-1340,************5801,d17716a22823e13464f1e7c24ee89737
Resort Hotel,0,100,2015,July,28,8,2,7,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,100.1,0,2,Check-Out,2015-07-17,Jennifer Oliver,Jennifer.Oliver@outlook.com,400-377-8953,************3905,ddf594aa1b13cb21888d6d224d58389d
Resort Hotel,0,17,2015,July,28,9,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,123.0,0,3,Check-Out,2015-07-10,Jennifer Cunningham,Jennifer.Cunningham@comcast.net,410-916-8076,************9435,86f034c03bc5ff09c5baed528b815170
Resort Hotel,0,68,2015,July,28,9,0,2,3,0.0,0,BB,ARG,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,124.0,1,1,Check-Out,2015-07-11,Judy Lucero,Judy.Lucero94@protonmail.com,810-207-7781,************5499,3c3c9b7ddd0a307608cb3af5716d7923
Resort Hotel,0,12,2015,July,28,9,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,G,2,No Deposit,,,0,Transient,146.0,1,0,Check-Out,2015-07-11,Stephanie Mccoy,Mccoy_Stephanie@zoho.com,856-389-4559,************8631,0397845c6b64bf9a0956dd37ad8b7bf0
Resort Hotel,1,77,2015,July,28,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,97.0,0,0,Canceled,2015-06-02,Amy Lee,AmyLee70@att.com,487-969-0276,************9252,de2bb9f830f54a06c94f0e803cea1d1d
Resort Hotel,1,24,2015,July,28,9,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,123.0,0,1,Canceled,2015-06-16,Phyllis Dunn,PDunn@aol.com,323-363-3142,************2897,70ddd52393cf68071f7d64e0998e0502
Resort Hotel,1,44,2015,July,28,9,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-06-16,Joseph Nichols,Joseph.N@yahoo.com,356-443-7988,************1886,872631eef85a36d6aa4c6dd1f87bf37d
Resort Hotel,0,78,2015,July,28,9,0,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.0,0,2,Check-Out,2015-07-12,Robert Gonzalez,RobertGonzalez@hotmail.com,313-497-8939,************8826,16e7b0eb3893c6fc2ea042eeada7e948
Resort Hotel,1,17,2015,July,28,9,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,105.08,0,0,Canceled,2015-06-23,Jenna Castillo,Castillo.Jenna@yahoo.com,928-974-9546,************5866,03353c7d683b02ed5250b363f45fb572
Resort Hotel,1,103,2015,July,28,9,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.42,0,0,Canceled,2015-06-27,Karen Harris,Karen_H@protonmail.com,792-593-6138,************4088,9da38c65757f27f8a049f4c7b9400935
Resort Hotel,0,16,2015,July,28,9,1,3,1,0.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,98.0,0,1,Check-Out,2015-07-13,Kristen Williams,Kristen.Williams@protonmail.com,421-586-4415,************2999,30416f8ebe545446d16449d942f2ee8e
Resort Hotel,0,14,2015,July,28,9,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,75.46,1,1,Check-Out,2015-07-14,Bradley Dickson,Dickson_Bradley@yahoo.com,189-235-1026,************6371,9ed2126e3692117e8727aaa262461dd8
Resort Hotel,0,77,2015,July,28,9,2,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,65.5,0,0,Check-Out,2015-07-14,Rodney Ford,RodneyFord39@mail.com,217-265-5429,************5853,9354f9360521571a851999dfcfc7beb1
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,90.95,0,0,Check-Out,2015-07-16,Christopher Giles,CGiles29@comcast.net,384-250-2031,************8657,6ac048c4ea99cae5335ad5140460aaeb
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,93.6,0,0,Check-Out,2015-07-16,Tracy Escobar,Tracy.Escobar85@gmail.com,633-436-5830,************9203,dab6e7b64f41e396c46f7f4f5f78d821
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Contract,119.25,0,0,Check-Out,2015-07-16,Tracy Johnson,TJohnson85@hotmail.com,544-165-5069,************1563,d06e130bafd498b6b2363657deef18a5
Resort Hotel,0,366,2015,July,28,9,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,134.73,0,0,Check-Out,2015-07-16,Mark Cox MD,MarkMD62@mail.com,515-974-2223,************8211,5760f24cf91663653b04f3a6aebb8584
Resort Hotel,0,249,2015,July,28,9,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,1,Check-Out,2015-07-16,Brooke Martin,BMartin@aol.com,188-464-0257,************4539,39e83dd249b10a672fdff5bb82fb6764
Resort Hotel,1,69,2015,July,28,9,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,118.13,0,2,Canceled,2015-05-13,Victoria Vargas,Vargas.Victoria86@mail.com,157-480-0120,************4334,22556c35c91e59af5a4a703cf8229e95
Resort Hotel,0,10,2015,July,28,10,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,131.0,0,0,Check-Out,2015-07-11,Amanda Johnson,Amanda_Johnson30@att.com,660-317-3148,************7967,adda54f81414361d38b802652c1e01c8
Resort Hotel,0,22,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,88.2,0,0,Check-Out,2015-07-12,Kevin Wu,Kevin.Wu@xfinity.com,841-768-8185,************7687,e97f6e4ea6ac494a08bd95dc690293f5
Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,1,Check-Out,2015-07-12,Thomas Johnson,TJohnson28@mail.com,366-028-0992,************3010,767a64d9873d6635ee6202e1175f5247
Resort Hotel,0,23,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.0,0,0,Check-Out,2015-07-12,Jamie Smith,JSmith@gmail.com,657-992-2925,************1377,b58bd07bcb72f03f79a60575f19d31d5
Resort Hotel,0,11,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.5,0,1,Check-Out,2015-07-12,Brianna Montgomery,Montgomery.Brianna@xfinity.com,720-949-2293,************9305,88096973d7f6a02c5547352f8294cb80
Resort Hotel,0,3,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,131.0,0,1,Check-Out,2015-07-12,Marie Sullivan,MarieSullivan@yahoo.com,514-614-7652,************5579,118fcf00fad7138d5edc62f1c1e74765
Resort Hotel,0,13,2015,July,28,10,0,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient,185.0,1,1,Check-Out,2015-07-12,Aaron Miller,Aaron_Miller@hotmail.com,172-367-8367,************5513,eaaf6677e37affa3cf5a104878598f9d
Resort Hotel,0,108,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,87.3,0,2,Check-Out,2015-07-12,Roy Murphy,RMurphy52@yahoo.com,231-300-5662,************7716,c86cb5ec5c0dfc0b82d66f6670228ca4
Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,1,Check-Out,2015-07-12,Catherine Chan DDS,Catherine_DDS@comcast.net,289-972-2718,************3929,0380c64e937aaeb17355c3b474c11070
Resort Hotel,0,37,2015,July,28,10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105.0,,0,Transient,120.0,0,1,Check-Out,2015-07-13,Amy Khan,Amy.Khan@zoho.com,525-397-8737,************7377,f45897abc486ff549bbcd362d82b15da
Resort Hotel,0,21,2015,July,28,10,1,2,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,98.0,0,1,Check-Out,2015-07-13,Joshua Sullivan,Joshua_Sullivan@comcast.net,151-760-5294,************5389,a14c58f8d3384f79737240c0407cff72
Resort Hotel,0,106,2015,July,28,10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.3,0,2,Check-Out,2015-07-13,Brooke Mccarty,Brooke.Mccarty@protonmail.com,679-028-8706,************9589,9b311f03d314e1afc904f6f450e2d7cc
Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14,Kelsey Herman,Herman.Kelsey34@mail.com,975-614-7112,************1538,94733b9dfdaa2677f74ad1cb6f796558
Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14,Dakota Ponce,DakotaPonce45@yandex.com,909-908-7981,************6436,0d0e82c7df7119ec0a66790eb617cfe0
Resort Hotel,1,51,2015,July,28,10,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,2015-06-29,Dawn Frost,Frost.Dawn@verizon.com,335-002-8727,************8391,7fbb4c682504dde077da0bb4b1512d16
Resort Hotel,0,79,2015,July,28,10,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.0,0,2,Check-Out,2015-07-15,Cynthia Meadows,CMeadows@hotmail.com,479-770-5950,************3037,3a5f18f3528ccc5c41867c4f4c277b45
Resort Hotel,0,21,2015,July,28,10,2,3,2,0.0,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,165.0,1,3,Check-Out,2015-07-15,Patrick Wood,Patrick.W@mail.com,595-110-6891,************3555,c629d023ad33fcf3f747f982895162f9
Resort Hotel,0,35,2015,July,28,10,2,3,2,2.0,0,BB,EST,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,149.4,0,0,Check-Out,2015-07-15,Patricia Green,Green.Patricia@aol.com,554-568-3298,************9086,aefee43423046fda40c8a062722e4a2f
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,106.84,1,2,Check-Out,2015-07-17,Diane Brown,Diane_B@xfinity.com,775-172-3008,************8666,0d38051d67ecc86252538c9f7ab5922b
Resort Hotel,0,31,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,161.0,1,1,Check-Out,2015-07-17,Michael Gibson,MGibson36@hotmail.com,251-345-2664,************2795,e745c50bce2b885fcd777facbf7da531
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,134.43,0,2,Check-Out,2015-07-17,Christopher Daniel,Christopher_D99@yahoo.com,489-846-4333,************7831,234ee2685672d1341ce81c4267a44670
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,144.43,1,2,Check-Out,2015-07-17,Brandon Beck,Brandon_B51@xfinity.com,342-274-5500,************3383,1346f25585cd0bbcd3d24fc9330abe70
Resort Hotel,0,44,2015,July,28,10,2,5,1,0.0,0,HB,RUS,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,244.0,,0,Transient,152.0,0,0,Check-Out,2015-07-17,Jesse Salazar,Jesse.S@yandex.com,636-161-4607,************7184,e9ce44b675bb57f0e34df2edf671d686
Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,125.54,0,3,Check-Out,2015-07-17,Faith Davis,FaithDavis@yahoo.com,400-009-5678,************5276,fb81b0ec695305a1f96fe01d4042bd07
Resort Hotel,0,87,2015,July,28,10,2,5,2,1.0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5.0,,0,Transient,133.83,0,2,Check-Out,2015-07-17,Richard Ferguson,RFerguson@protonmail.com,907-285-6596,************2049,f1e989fcff61e399057a3806ec7a1a0c
Resort Hotel,0,11,2015,July,28,10,2,6,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,159.75,1,0,Check-Out,2015-07-18,Jimmy Burch,Jimmy.Burch21@yahoo.com,845-796-0670,************6133,39f5309d9b0719d5d856f2ae72e8974f
Resort Hotel,0,115,2015,July,28,10,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,2,Check-Out,2015-07-19,Kyle Singh,Singh_Kyle@hotmail.com,534-089-2176,************9515,871470dbe7ebe5896b8cefe3e3b8d70f
Resort Hotel,0,86,2015,July,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,112.2,0,0,Check-Out,2015-07-20,Tammy Hill,Hill_Tammy@zoho.com,296-377-6859,************8672,073c00fca71d74456816c7eaa24ad2d8
Resort Hotel,0,41,2015,July,28,10,4,7,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,110.6,0,0,Check-Out,2015-07-21,Teresa Parrish,Parrish_Teresa@gmail.com,999-248-4556,************7710,6104f6a215c1dfe6fdef157e9283e6ec
Resort Hotel,0,32,2015,July,28,10,4,9,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,105.9,0,0,Check-Out,2015-07-23,Mrs. Shannon Riggs,Riggs.Mrs.@mail.com,811-761-4010,************1148,abe0c3c4f465137cb74b1b40b2e5509c
Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,95.27,0,3,Check-Out,2015-07-17,Cody Smith,Smith.Cody@comcast.net,267-910-2501,************4136,1b7d3444f7a6bbf0ba7bcf51f5a69e1a
Resort Hotel,0,34,2015,July,28,10,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,108.83,0,1,Check-Out,2015-07-17,Stephen Dickerson,Stephen_Dickerson@att.com,139-462-8029,************2092,cb8f4b279f12e78dd5aafff177952650
Resort Hotel,1,100,2015,July,28,11,2,3,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,153.96,0,0,Canceled,2015-05-29,Kimberly Olson,Kimberly.Olson@xfinity.com,995-876-8158,************7967,a59641e8d4afaba9525390d8b235f262
Resort Hotel,0,44,2015,July,28,11,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Check-Out,2015-07-16,Ashley Smith,Smith.Ashley45@gmail.com,762-466-8907,************1444,00b5b1555e1a99baf1252f2d63b2d049
Resort Hotel,0,304,2015,July,28,11,2,4,2,0.0,1,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,90.67,0,1,Check-Out,2015-07-17,Alec Johnson,Alec.Johnson67@yahoo.com,328-233-6698,************3622,267253d46e2137b29f31ad38aa23d323
Resort Hotel,1,36,2015,July,28,11,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,126.67,0,0,Canceled,2015-06-08,Jasmin Schultz,Jasmin.Schultz@outlook.com,880-452-9834,************8319,34de85726520628126afae9177a5da4e
Resort Hotel,0,117,2015,July,28,11,2,4,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,144.4,0,1,Check-Out,2015-07-17,Henry Atkins,HAtkins@mail.com,789-073-1989,************3857,e4d2b5f440f5f73bdc1ce67e5445e0ec
Resort Hotel,0,70,2015,July,28,11,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.5,1,2,Check-Out,2015-07-17,Stephen Banks,Stephen.B83@gmail.com,810-088-3060,************5829,392d2f372a33aba6895952f8b97c9665
Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,139.4,0,1,Check-Out,2015-07-18,Ashley Vasquez,Ashley_Vasquez@yandex.com,354-402-0741,************9359,00b20d6bd8c44f54f35445816193695d
Resort Hotel,1,109,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,1,Canceled,2015-04-22,Michael Cline,Michael.C@mail.com,549-770-1668,************4140,9a9f4414f40f53649ae47f322b96891d
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,89.97,0,1,Check-Out,2015-07-15,Craig Oconnor,Oconnor_Craig@verizon.com,954-933-8330,************6956,10efcdbbfb14ed4b33bcac6faf4d5dc6
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,Check-Out,2015-07-15,Michael Johnson,Michael.Johnson@outlook.com,122-626-4644,************7241,cdfc680ed5fd3cefdb6adfd9cd1858dd
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,123.0,0,0,Check-Out,2015-07-15,James Jacobs,JJacobs70@hotmail.com,409-257-4183,************6248,26b3196896492cb1eb67798bddb7846c
Resort Hotel,0,0,2015,July,28,11,0,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,123.0,0,0,Check-Out,2015-07-12,Zachary Kelly,Zachary_Kelly@yandex.com,812-444-6462,************4187,bb6bfc811ce89dbea44eaf6b30c79a06
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,144.9,0,1,Check-Out,2015-07-12,Raymond Hawkins,Raymond_Hawkins@verizon.com,461-154-1148,************4807,54e49b714deb998dce1175caeaa33642
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,153.0,0,0,Check-Out,2015-07-12,Phillip Allen,Phillip_A@att.com,617-143-2263,************3693,7d91af8ff2cb031249efceac8c37157a
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,131.0,0,1,Check-Out,2015-07-12,Adam Day,AdamDay@mail.com,241-688-1550,************6428,86103f569d65cc755b667683a4cefaa9
Resort Hotel,0,84,2015,July,28,11,1,1,2,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,113.0,0,Transient,100.0,1,0,Check-Out,2015-07-13,Lisa Morgan,LMorgan@hotmail.com,645-017-6780,************3449,6a8ee40ea0f76afb6e901093eefc9f14
Resort Hotel,0,71,2015,July,28,11,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,65.5,0,0,Check-Out,2015-07-13,Brian Williams,Williams.Brian@comcast.net,860-802-1878,************4307,4070ba19ed12e7f33e80cbeceb0ac6cd
Resort Hotel,0,16,2015,July,28,11,1,1,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,123.0,0,1,Check-Out,2015-07-13,Dr. Stephanie Martinez,Dr._Martinez@hotmail.com,944-834-8960,************3751,3c599a3dcdd583fa36338d3ef01ba2b2
Resort Hotel,0,54,2015,July,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,123.0,0,0,Check-Out,2015-07-14,James Bentley,James_Bentley@xfinity.com,774-521-8062,************5020,aaf3060f1b92dd4a1d7f8d2f551da47a
Resort Hotel,0,8,2015,July,28,11,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,131.0,0,0,Check-Out,2015-07-14,Jessica Day,Jessica.Day@yahoo.com,955-149-9915,************8897,be5bfd503182207b5936b2f946d1cdc0
Resort Hotel,0,36,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,104.68,1,0,Check-Out,2015-07-18,Douglas Cordova MD,Douglas.MD@protonmail.com,159-873-7113,************2581,b4f35210f33ab3cd23c702ec25808ed9
Resort Hotel,0,40,2015,July,28,11,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,166.0,0,0,Check-Out,2015-07-18,Anthony Stein,Anthony_Stein43@comcast.net,929-530-7861,************5577,0faae331bd3ff7eebb60556ec049ec2e
Resort Hotel,1,59,2015,July,28,11,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,111.25,0,2,Canceled,2015-05-19,Michael Reed,MReed19@protonmail.com,345-673-4058,************9309,d5f893c41609cc19b2f46173c38a1898
Resort Hotel,0,79,2015,July,28,11,2,6,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,213.75,0,0,Check-Out,2015-07-19,Tina Andrews,Tina_Andrews@aol.com,158-054-6096,************8759,9cc093d889323683f702d4bf8132539b
Resort Hotel,0,32,2015,July,28,11,4,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,178.0,1,0,Check-Out,2015-07-21,Peggy Woods,Woods_Peggy@mail.com,293-514-6149,************3253,5225f202898f06c31a72fd52ff03e7f5
Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,113.9,0,1,Check-Out,2015-07-18,Lucas Davis,Davis.Lucas@mail.com,203-046-2797,************3971,5175694f5a1adbfe3f68530a3f69ec46
Resort Hotel,0,33,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,129.29,1,0,Check-Out,2015-07-18,Natasha Blankenship,NBlankenship@aol.com,776-972-7584,************1509,e2c0dbaf44e65df21e5b85036ac1375b
Resort Hotel,0,53,2015,July,29,12,1,0,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,153.0,1,0,Check-Out,2015-07-13,Allison Jimenez,Allison_J76@gmail.com,898-848-5580,************8095,2d0ab1e4a67f54bec1d76d1735cf6f7b
Resort Hotel,0,2,2015,July,29,12,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.0,1,2,Check-Out,2015-07-13,Tonya Taylor,TonyaTaylor81@outlook.com,709-065-1399,************3483,47297114cc450026987ab5d8f62abd27
Resort Hotel,0,8,2015,July,29,12,2,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,169.0,1,2,Check-Out,2015-07-18,Jennifer Higgins,Higgins.Jennifer@yandex.com,669-803-3888,************6969,2a06fc1b653e007484e3d98893545fb3
Resort Hotel,1,72,2015,July,29,12,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,93.0,0,2,Canceled,2015-05-12,Glenn Love,Love_Glenn33@zoho.com,185-118-9346,************4196,0a2c46394afa7b130f378a1fad474d4d
Resort Hotel,0,12,2015,July,29,12,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.29,0,0,Check-Out,2015-07-19,Joshua Salinas,Salinas.Joshua32@aol.com,292-065-4807,************1428,444daa24bf8de403534d9aaaec86b13c
